factor,level,survival_rate_mean,survival_rate_std,survival_rate_count,independent_recovery_rate_mean,independent_recovery_rate_std,independent_recovery_rate_count,migration_success_rate_mean,migration_success_rate_std,migration_success_rate_count,unauthorized_update_rejection_rate_mean,unauthorized_update_rejection_rate_std,unauthorized_update_rejection_rate_count,identity_continuity_score_mean,identity_continuity_score_std,identity_continuity_score_count,persistent_hostility_mean,persistent_hostility_std,persistent_hostility_count,attack_count_mean,attack_count_std,attack_count_count,cooperation_duration_mean,cooperation_duration_std,cooperation_duration_count,protocol_adoption_rate_mean,protocol_adoption_rate_std,protocol_adoption_rate_count,common_collapse_rate_mean,common_collapse_rate_std,common_collapse_rate_count
resource_coverage_ratio,1.5,0.69375,0.19188254286518686,40,0.65,0.10540925533894598,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.014901534998428173,0.01676433416875039,40,34.375,51.51782738491151,40,163.95,122.64519391212845,40,0.19583333333333328,0.0641346073757988,40,0.0,0.0,40
resource_coverage_ratio,1.65,0.71875,0.18936042827072344,40,0.6666666666666666,0.0,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.013729807220876748,0.01686441724210784,40,33.425,51.01376762384334,40,176.7,126.54120642335019,40,0.19999999999999996,0.06751595780557779,40,0.0,0.0,40
value_distance,0.0,0.45,0.14096735392208679,40,0.4666666666666666,0.24806946917841688,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016550062864805346,0.013730666181958133,40,19.35,24.503845851997635,40,108.1875,102.52808792766285,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,0.125,0.45,0.15191090506255003,40,0.4666666666666666,0.23630585231952217,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.01697068936609842,0.013811430532859284,40,19.95,24.546084339671296,40,106.3875,102.77006245585088,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,0.25,0.44375,0.15491416150855106,40,0.4666666666666666,0.23630585231952217,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016747554219767143,0.0134153254647439,40,19.575,23.861660590869324,40,100.5,99.50177166313453,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,0.375,0.4375,0.1576062929890288,40,0.4666666666666666,0.23630585231952217,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016645774319183675,0.013315209936306785,40,19.775,24.07731936267631,40,100.125,99.17943787618428,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,0.5,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,0.625,0.425,0.1621173996893957,40,0.45,0.2565384295031951,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016796716550282153,0.013139590305179688,40,20.15,23.82903852284177,40,93.625,97.24761878305483,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,0.75,0.425,0.1621173996893957,40,0.4416666666666666,0.2547273834632623,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.01690020724455673,0.013132133510576599,40,20.375,23.84532153220751,40,92.8,96.71421023582037,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,0.875,0.425,0.1621173996893957,40,0.4416666666666666,0.2547273834632623,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016832582138197154,0.0131601324668674,40,20.875,24.25631030770323,40,92.825,96.20294720684004,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
value_distance,1.0,0.425,0.1621173996893957,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016986375659809216,0.013061276154654725,40,21.325,24.336727020108558,40,93.3375,96.9772896689656,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
